,year,ccode,GDP,log_GDP,GDP_growth,Country,PDebt,LTrate,rminusg,population,log_population,pop_growth,CAbalance,rgNegative,primaryFB,outputgap,real_GDP_growth,ka_open,finreform,inflation,geopoliticalRisk,VIX,REER,TaxRevenue,FiscalBalance,Freedom_Index_overall,Freedom_Index_Property_Rights,lengthRGepisode,InitialPDebtRGepisode,YNRGepisode,EuroMembership,BankingCrisis,EuroCrisis,PeripheryEuroCrisis,EuroCrisis2012,GDP_World_Bank,Net_foreign_assets_World_Bank,World_GDP,LTrate_Germany,LTrate_USA,kof_econ,kof_trade,kof_financial,PeripheryEuroCrisis20082015,EuroCrisis20082015,Post2007,safe_haven_past,lead_rminusg_1,lead_rminusg_2,lead_rminusg_3,lead_rminusg_4,lead_rminusg_5,lead_rminusg_6,lead_rminusg_7,lead_rminusg_8,lead_rminusg_9,lead_rminusg_10,EuroCrisis20082012,Standalone20102012,Standalone20082012,Standalone20082015,kof_financial_df,kof_financial_dj,safe_Germany,safe_USA,safe_benchmark,Inflation_difference_Germany,Inflation_difference_USA,spread_Germany,rminusg_future3,rminusg_future5,rminusg_future10,LTrate_future3,LTrate_future5,LTrate_future10,GDP_growth_future3,GDP_growth_future5,GDP_growth_future10,PDebt_future3,PDebt_future5,PDebt_future10,Eurozone
37,1996,AUS,423181.512,12.95555647,5.015221685,Australia,29.421779,8.209207,3.193985315,18311000,16.72301253,1.313819299,-3.598462169,0,NA,-0.717,3.878585293,0.9399,0.952381,2.615384615,40.53,16.44216535,80.37891109,125.781,-1.128777524,74,90,0,0,0,0,0,0,0,0,4.00E+11,-30193115589,3.16E+13,6.215378,6.438334,61.13,52.33,69.93,0,0,0,0.967726139,3.499876074,2.139093317,1.167273061,2.895876137,7.527417527,11.67308401,7.682719276,4.008526289,4.828471146,8.682313504,0,0,0,0,60.35,79.5,-0.013835898,0.774988119,0.774988119,1.165658142,-0.315819585,1.993829,-0.053526926,0.174358739,-0.225109955,6.1524,6.0774066,5.8116387,6.205926926,5.903047861,6.036748655,24.10246933,21.805915,17.01070932,0
38,1997,AUS,449576.869,13.01606213,6.050565591,Australia,25.960168,6.954918,0.904352409,18517000,16.73419979,1.11872569,-2.740766073,0,NA,-0.033,3.966537662,0.8799,1,0.224887556,33.14,22.36398406,79.96462234,125.058,0.173440776,75.5,90,0,0,0,0,0,0,0,0,4.35E+11,-35254317931,3.15E+13,5.640138,6.3525,61.19,52.74,69.64,0,0,0,0.550075035,3.193985315,3.499876074,2.139093317,1.167273061,2.895876137,7.527417527,11.67308401,7.682719276,4.008526289,4.828471146,0,0,0,0,58.45,80.83,0.030632643,0.782270386,0.782270386,-1.714481869,-2.112802381,1.31478,-0.022160302,0.106064723,-0.351413957,5.938950333,5.8552146,5.715599,5.961110635,5.749149877,6.067012957,21.96668233,19.6236588,15.38349035,0
39,1998,AUS,476921.51,13.07510721,5.904507878,Australia,23.753595,5.49297,-0.411537878,18711000,16.74462214,1.042235716,-4.457399292,1,NA,0.801,4.576688759,0.8198,1,0.86013463,67.31,25.60297619,73.25430578,114.627,0.724351398,75.6,90,0,0,0,0,0,0,0,0,3.99E+11,-55427061687,3.14E+13,4.573921,5.264167,62.32,54.03,70.61,0,0,0,0.328820375,0.904352409,3.193985315,3.499876074,2.139093317,1.167273061,2.895876137,7.527417527,11.67308401,7.682719276,4.008526289,0,0,0,0,59.76,81.45,0.10705365,0.791004786,0.791004786,-0.051050671,-0.692144469,0.919049,0.126326387,0.074358264,-0.054051581,5.979715,5.8299758,5.7480964,5.853388613,5.755617536,5.802147981,19.77193733,17.5180454,14.18345965,0
40,1999,AUS,509779.868,13.14173428,6.662707308,Australia,22.593645,6.009312,-0.653395308,18926000,16.7560472,1.142505187,-5.608658871,1,3.520518698,1.428,5.073599095,0.7597,1,1.483129403,50.57,24.37297619,73.50733602,127.161,2.001485271,76.4,90,2,25.960168,1,0,0,0,0,0,3.89E+11,-51776366693,3.26E+13,4.49061,5.636667,65.33,56.6,74.06,0,0,0,0.262888155,-0.411537878,0.904352409,3.193985315,3.499876074,2.139093317,1.167273061,2.895876137,7.527417527,11.67308401,7.682719276,0,0,0,0,66.27,81.86,0.228345013,0.807555008,0.807555008,0.897696259,-0.704897794,1.518702,0.531752267,0.130440417,-0.062778872,5.924597,5.7462684,5.6511164,5.392844733,5.615827983,5.713895272,17.257018,15.3880262,13.58947195,0
41,2000,AUS,537613.644,13.19489545,5.316116718,Australia,19.552807,6.314569,0.998452282,19153000,16.76796992,1.192272323,-3.729872272,0,4.654453989,0.826,3.933136945,0.6997,1,4.457435148,37.67,23.32023715,70.44191515,124.385,-1.234068867,77.1,90,0,0,0,0,0,0,0,0,4.15E+11,-72094290437,3.37E+13,5.263958,6.029167,65.23,57.22,73.23,0,0,0,0.19026143,-0.653395308,-0.411537878,0.904352409,3.193985315,3.499876074,2.139093317,1.167273061,2.895876137,7.527417527,11.67308401,0,0,0,0,66,80.47,0.306442426,0.817951746,0.817951746,3.017166961,1.080577877,1.050611,0.008911449,-0.227022057,-0.059561858,5.608666,5.5513492,5.5562637,5.599754551,5.778371257,5.615825558,15.147925,13.6563182,13.67367685,0
42,2001,AUS,568472.868,13.25070887,5.581341811,Australia,17.16936,5.615264,0.033922189,19413000,16.7814535,1.348358342,-2.110846522,0,1.793264164,-0.143,1.930857592,0.6997,1,4.407135362,112.74,25.74967742,67.56745151,112.734,-0.75796848,77.4,90,0,0,0,0,0,0,0,0,3.78E+11,-90804001427,3.34E+13,4.796749,5.0175,66.62,58.13,75.11,0,0,0,0.153242064,0.998452282,-0.653395308,-0.411537878,0.904352409,3.193985315,3.499876074,2.139093317,1.167273061,2.895876137,7.527417527,0,0,0,0,69.48,80.73,0.385776522,0.830308524,0.830308524,2.423278426,1.580964243,0.818515,-0.126724129,-0.624578649,-0.088299265,5.600503,5.5458708,5.4826956,5.727227129,6.170449449,5.570994865,13.405988,12.21550364,14.36366115,0
43,2002,AUS,599301.22,13.30351962,5.281075671,Australia,15.048887,5.843958,0.562882329,19651400,16.79365914,1.220563785,-4.054802708,0,0.473621487,0.365,4.001404062,0.6997,1,2.981574539,173.67,27.29246032,70.85790167,129.63,0.712769676,77.3,90,0,0,0,0,0,0,0,0,3.95E+11,-84302771674,3.47E+13,4.783661,4.610833,65.16,58.28,72.04,0,0,0,0.148935349,0.033922189,0.998452282,-0.653395308,-0.411537878,0.904352409,3.193985315,3.499876074,2.139093317,1.167273061,2.895876137,0,0,0,0,72.97,71.12,0.399740625,0.835348974,0.835348974,1.560768934,1.395542912,1.060297,-0.577304934,-0.808892637,0.141064292,5.432508,5.5759834,5.2362165,6.009812934,6.384876037,5.095152208,12.02111467,11.1433219,15.61237455,0
44,2003,AUS,635958.179,13.36288808,5.936846172,Australia,13.225528,5.366776,-0.570070172,19895400,16.80599911,1.233996663,-6.282632757,1,1.78899997,-0.256,2.985934322,0.6997,1,2.732595966,203.43,21.98285714,79.36883231,167.359,0.810532392,77.4,90,0,0,0,0,0,0,0,0,4.66E+11,-1.06E+11,3.89E+13,4.071143,4.015,67.46,58.69,76.22,0,0,0,0.169701945,0.562882329,0.033922189,0.998452282,-0.653395308,-0.411537878,0.904352409,3.193985315,3.499876074,2.139093317,1.167273061,0,0,0,0,76.87,75.56,0.438201492,0.844813789,0.844813789,1.6983682,0.462500993,1.295633,-1.038568468,-0.182461426,-0.452026024,5.506206667,5.666217,5.0692681,6.544775134,5.848678426,5.521294124,10.93436773,10.8488739,17.33949145,0
45,2004,AUS,675038.955,13.42252568,5.963759543,Australia,11.943549,5.590775,-0.372984543,20127400,16.81759263,1.159352162,-6.740832365,1,1.88849173,0.451,4.055451968,0.6997,1,2.343255225,106.45,15.47964427,85.42300311,205.416,0.942353999,77.9,90,0,0,0,0,0,0,0,0,6.12E+11,-1.38E+11,4.39E+13,4.037231,4.274167,67.48,58.05,76.9,0,0,0,0.136582909,-0.570070172,0.562882329,0.033922189,0.998452282,-0.653395308,-0.411537878,0.904352409,3.193985315,3.499876074,2.139093317,0,0,0,0,77.56,76.25,0.481838346,0.854766899,0.854766899,0.677521816,-0.333981468,1.553544,-1.033802824,-0.255998162,-0.173824275,5.640788667,5.5559644,4.8758573,6.67459149,5.811962562,5.049681575,10.18251083,11.7909177,19.54784515,0
46,2005,AUS,717705.079,13.48381401,6.128833087,Australia,10.894267,5.339973,-0.788860087,20394800,16.83079052,1.319789554,-6.25071508,1,2.131414509,0.275,3.204269793,0.6997,1,2.691831683,67.62,12.80897233,87.96645234,227.514,1.66373955,79,90,0,0,0,0,0,0,0,0,6.93E+11,-1.78E+11,4.75E+13,3.354017,4.29,67.43,58.95,75.9,0,0,0,0.03053522,-0.372984543,-0.570070172,0.562882329,0.033922189,0.998452282,-0.653395308,-0.411537878,0.904352409,3.193985315,3.499876074,0,0,0,0,77.76,74.04,0.514807469,0.862232765,0.862232765,1.144922031,-0.700915162,1.985956,0.083179167,0.107898341,0.101204999,5.800112333,5.5611782,4.6129433,5.716933166,5.453279859,4.511738301,10.46885117,13.6910355,22.22833125,0
47,2006,AUS,773925.843,13.55923134,7.541732774,Australia,9.9652872,5.587872,-1.953860774,20697900,16.8455428,1.475227945,-6.074437029,1,2.514844535,-0.141,2.794537024,0.6997,NA,3.555287737,89.66,12.80361111,87.24103718,240.492,1.655265587,79.9,90,0,0,0,0,0,0,0,0,7.46E+11,-2.29E+11,5.15E+13,3.764125,4.791667,68.91,59.79,78.03,0,0,0,0.019842702,-0.788860087,-0.372984543,-0.570070172,0.562882329,0.033922189,0.998452282,-0.653395308,-0.411537878,0.904352409,3.193985315,0,0,0,0,81.61,74.44,0.547407765,0.869263417,0.869263417,1.977859478,0.329343636,1.823747,0.487576684,0.447980118,-0.224858108,5.617325667,5.4195204,4.2878228,5.129748983,4.971540282,4.512680908,12.69834477,16.51181866,25.28112593,0
48,2007,AUS,824690.484,13.62276342,6.353208611,Australia,9.6879783,5.994521,-0.358687611,20827600,16.85178959,0.624678435,-7.521162297,1,1.964231054,0.994,3.844230316,0.6997,NA,2.327611289,80.9,17.53593625,92.33545109,290.788,0.720199301,81.1,90,5,15.048887,1,0,0,0,0,0,8.53E+11,-3.24E+11,5.81E+13,4.217113,4.629167,70.04,60.99,79.09,0,0,0,0.0280532,-1.953860774,-0.788860087,-0.372984543,-0.570070172,0.562882329,0.033922189,0.998452282,-0.653395308,-0.411537878,0.904352409,0,0,0,0,84.07,74.12,0.570661908,0.87417278,0.87417278,0.029269492,-0.525061193,1.777408,0.950680029,1.091021222,-0.215380102,5.407832667,4.8964496,3.9522874,4.457152637,3.805428378,4.167667502,16.267304,20.0814272,28.4199181,0
49,2008,AUS,851983.13,13.65532201,3.255858113,Australia,11.753288,5.817944,2.562085887,21249200,16.87182981,2.00402174,-4.945150698,0,1.99231208,0.657,3.657953526,0.6997,NA,4.35029855,67.08,32.6955336,90.37483817,282.305,-3.745362637,82.2,90,0,0,0,0,0,0,0,0,1.05E+12,-3.32E+11,6.37E+13,3.984804,3.666667,67.07,59.95,74.2,0,0,1,0.096843419,-0.358687611,-1.953860774,-0.788860087,-0.372984543,-0.570070172,0.562882329,0.033922189,0.998452282,-0.653395308,-0.411537878,0,0,1,1,76.47,71.93,0.586216119,0.877980408,0.877980408,1.721916801,0.511198253,1.83314,0.012167439,-0.721590623,-0.785882331,5.095045667,4.4723192,3.6389097,5.082878228,5.193909823,4.424792031,20.372609,23.830109,31.4109945,0
50,2009,AUS,902680.372,13.71312381,5.780180225,Australia,16.653768,5.039512,-0.740668225,21691700,16.89244026,2.06104513,-5.270331377,1,-2.81412218,-0.427,1.93699392,0.6997,NA,1.771117166,60.78,31.47900794,87.59417639,259.115,-5.559436556,82.6,90,1,11.753288,1,0,0,0,0,0,9.28E+11,-3.79E+11,6.04E+13,3.222218,3.256667,67.89,58.87,76.91,0,0,1,0.107292308,2.562085887,-0.358687611,-1.953860774,-0.788860087,-0.372984543,-0.570070172,0.562882329,0.033922189,0.998452282,-0.653395308,0,0,1,1,81.22,72.59,0.601636591,0.880585631,0.880585631,1.458379536,2.126663432,1.817294,1.211229483,-0.091650389,-0.713808768,4.541597333,4.1957502,3.2842918,3.330367851,4.287400589,3.998100568,24.00002667,27.3047726,34.3733211,0
51,2010,AUS,942676.08,13.756478,4.335419574,Australia,20.394856,5.366042,1.030622426,22031750,16.90799515,1.555489589,-3.9012953,0,-4.447282946,-0.888,2.067417128,0.6997,NA,2.918340027,63.45,22.54888889,100,328.349,-4.461528905,82.6,90,0,0,0,0,0,0,0,0,1.15E+12,-3.37E+11,6.62E+13,2.744305,3.214167,68.01,59.43,76.58,0,0,1,0.113327194,-0.740668225,2.562085887,-0.358687611,-1.953860774,-0.788860087,-0.372984543,-0.570070172,0.562882329,0.033922189,0.998452282,0,1,1,1,80.87,72.29,0.62225557,0.885370697,0.885370697,1.814530866,1.278296585,2.621737,-1.299302439,0.094511658,-0.907634456,3.985347333,3.6647084,3.052986222,5.284649773,3.570196742,3.43944132,27.367307,30.765627,38.6466355,0
52,2011,AUS,992327.38,13.80780835,5.133034885,Australia,24.069203,4.879583,-0.253451885,22340024,16.92189043,1.389527316,-3.181266533,1,-3.612501645,-0.947,2.462756312,0.6997,NA,3.303850156,61.01,24.1770751,106.9638213,400.524,-4.61526765,82.5,90,1,20.394856,1,0,0,0,0,0,1.40E+12,-3.17E+11,7.35E+13,2.609223,2.785833,67.62,59.49,75.74,0,0,1,0.035435817,1.030622426,-0.740668225,2.562085887,-0.358687611,-1.953860774,-0.788860087,-0.372984543,-0.570070172,0.562882329,0.033922189,0,1,1,1,78.19,73.29,0.637302301,0.888279153,0.888279153,1.228675631,0.147008587,2.27036,-0.411807495,-0.897696334,-0.989407277,3.577708667,3.1561252,2.824661625,3.989516162,4.053821534,3.251264257,30.68660133,34.0504332,40.26635022,0
53,2012,AUS,997527.347,13.81303484,0.522649093,Australia,27.536021,3.379167,2.856517907,22733465,16.93934863,1.745820001,-4.170542032,0,-2.991871013,-0.155,3.918162871,0.7597,NA,1.762780156,58.66,17.80164,109.0278988,427.972,-2.886337171,83.1,90,0,0,0,0,0,0,0,0,1.55E+12,-3.31E+11,7.52E+13,1.49513,1.8025,66.33,56.64,76.02,0,0,1,0.03384038,-0.253451885,1.030622426,-0.740668225,2.562085887,-0.358687611,-1.953860774,-0.788860087,-0.372984543,-0.570070172,0.562882329,0,1,1,1,76.36,75.68,0.680635913,0.898756496,0.898756496,-0.245710766,-0.306557109,1.884037,-0.710169244,-1.521781426,-1.538825161,3.354930667,3.0081252,2.745446571,4.065099911,4.529906626,3.592341153,34.07430367,36.758409,41.85764138,0
54,2013,AUS,1104626.135,13.9150175,10.19826534,Australia,30.496697,3.697292,-6.500973341,23128129,16.95656014,1.72115144,-3.037241645,1,-1.325573608,-0.78,2.584897702,0.8198,NA,2.449888641,77.1,14.23011905,103.4536834,418.12,-2.844676046,82.6,90,1,27.536021,1,0,0,0,0,0,1.58E+12,-3.34E+11,7.73E+13,1.571408,2.350833,64.39,54.61,74.16,0,0,1,0.094849009,2.856517907,-0.253451885,1.030622426,-0.740668225,2.562085887,-0.358687611,-1.953860774,-0.788860087,-0.372984543,-0.570070172,0,0,0,1,74.96,73.36,0.705775795,0.905653554,0.905653554,0.945167661,0.985055985,2.125884,-0.281342078,-0.850174039,-0.711800464,2.901389,2.8055002,2.586805667,3.182731078,3.655674239,2.648637697,37.40648267,38.99188,43.48063343,0
55,2014,AUS,1118494.158,13.92749384,1.247634051,Australia,34.027086,3.656667,2.409032949,23475686,16.97147581,1.491566489,-2.957266065,0,-1.536105922,-0.922,2.533114665,0.8799,NA,2.487922705,119.33,14.17599206,98.32434498,399.343,-2.317184342,82,90,0,0,0,0,0,0,0,0,1.47E+12,-3.33E+11,7.95E+13,1.163512,2.540833,66.72,56.54,76.9,0,0,1,0.070552934,-6.500973341,2.856517907,-0.253451885,1.030622426,-0.740668225,2.562085887,-0.358687611,-1.953860774,-0.788860087,-0.372984543,0,0,0,1,76.7,77.09,0.70097813,0.904534953,0.904534953,1.581124756,0.865699728,2.493155,-1.172322246,-1.335967147,-1.335967147,2.562222333,2.3728334,2.3728334,3.73454458,3.708800547,2.882138305,39.75608733,41.4418696,45.05622467,0
56,2015,AUS,1126907.643,13.93498784,0.749400341,Australia,37.699128,2.710833,1.961432659,23815995,16.98586797,1.439216653,-4.213876251,0,-1.440741447,-1.17,2.192647426,0.9399,NA,1.508366722,113.14,16.6740873,89.85473779,348.153,-2.320507926,81.4,90,0,0,0,0,0,0,0,0,1.35E+12,-3.26E+11,7.52E+13,0.4953091,2.135833,66.09,55.52,76.66,0,0,1,0.071389981,2.409032949,-6.500973341,2.856517907,-0.253451885,1.030622426,-0.740668225,2.562085887,-0.358687611,-1.953860774,-0.788860087,0,0,0,1,77.11,76.2,0.717708297,0.909162838,0.909162838,0.993946182,1.389739586,2.2155239,-2.873778601,-2.160317098,-2.160317098,2.553333667,2.2883335,2.2883335,5.427112268,3.308685898,3.308685898,41.07772867,46.527644,46.527644,0
57,2016,AUS,1215297.461,14.01049943,7.551158842,Australia,40.493234,2.336667,-5.214491842,24190907,17.00148738,1.561940498,-3.394591403,1,-1.14378538,-0.873,2.770652197,1,NA,1.276990945,103.81,15.82563492,90.92908376,362.049,-1.653000418,80.3,90,0,0,0,0,0,0,0,0,1.21E+12,-3.16E+11,7.64E+13,0.09157856,1.841667,67.7,57.27,78.12,0,0,1,0.056892166,1.961432659,2.409032949,-6.500973341,2.856517907,-0.253451885,1.030622426,-0.740668225,2.562085887,-0.358687611,-1.953860774,0,0,0,0,80.56,75.68,0.737841879,0.914345849,0.914345849,0.78524232,0.015407739,2.24508844,-1.14225885,-1.14225885,-1.14225885,2.272222333,2.272222333,2.272222333,3.414481183,2.248067662,2.248067662,43.005662,48.0362465,48.0362465,0
58,2017,AUS,1251095.561,14.03953017,2.903074556,Australia,41.0759,2.639167,-0.263907556,24601860,17.01833261,1.684523108,-2.704785324,1,-0.775925088,-0.769,2.300610624,1,NA,1.948647409,139.26,11.10194444,93.68858212,404.006,-1.23788246,81,81.7,0,0,0,0,0,0,0,0,1.33E+12,-3.22E+11,8.13E+13,0.31638,2.33,67.98,57.55,78.41,0,0,1,0.056645732,-5.214491842,1.961432659,2.409032949,-6.500973341,2.856517907,-0.253451885,1.030622426,-0.740668225,2.562085887,-0.358687611,0,0,0,0,81.54,75.27,0.756660954,0.919344892,0.919344892,0.439150851,-0.181462595,2.322787,-1.581434497,-1.581434497,-1.581434497,2.08875,2.08875,2.08875,2.02973203,2.02973203,2.02973203,50.356362,50.356362,50.356362,0
59,2018,AUS,1326164.114,14.09780121,5.827103406,Australia,41.664052,2.684167,-3.142936406,24982688,17.03369366,1.536105516,-2.078660736,1,0.0897295,-0.374,2.949285772,1,NA,1.911400944,176.52,16.63984064,89.94671691,417.175,-0.552164205,80.9,78.7,0,0,0,0,0,0,0,0,1.43E+12,-3.60E+11,8.63E+13,0.3964832,2.91,67.73,57.57,77.9,0,0,1,0.028296042,-0.263907556,-5.214491842,1.961432659,2.409032949,-6.500973341,2.856517907,-0.253451885,1.030622426,-0.740668225,2.562085887,0,0,0,0,80.32,75.47,0.770794564,0.922841837,0.922841837,0.179233283,-0.531182353,2.2876838,-0.019932588,-0.019932588,-0.019932588,1.493333,1.493333,1.493333,0.131046343,0.131046343,0.131046343,54.702517,54.702517,54.702517,0
60,2019,AUS,1346385.112,14.11293386,1.513265588,Australia,46.277034,1.493333,-0.019932588,25365745,17.0489102,1.521653677,0.575224839,1,0.119701228,-0.724,2.160956295,NA,NA,1.610767873,177.4,15.38753968,86.0082361,NA,-6.581973348,80.9,79.1,4,37.699128,1,0,0,0,0,0,1.40E+12,-1.38E+11,8.76E+13,-0.2536345,2.144167,NA,NA,NA,0,0,1,0.04858142,-3.142936406,-0.263907556,-5.214491842,1.961432659,2.409032949,-6.500973341,2.856517907,-0.253451885,1.030622426,-0.740668225,0,0,0,0,NA,NA,0.782683392,0.924713754,0.924713754,0.165100858,-0.201442202,1.7469675,NA,NA,NA,NA,NA,NA,-1.251172903,-1.251172903,-1.251172903,63.128,63.128,63.128,0
61,2020,AUS,1329644.452,14.10042214,-1.251172903,Australia,63.128,NA,NA,25687041,17.06149718,1.258698172,2.541836143,NA,NA,-4.356,-0.284839298,NA,NA,0.846905537,132.3,29.20865079,85.3587553,NA,NA,82.6,82.8,0,0,0,0,0,0,0,0,1.33E+12,-4.62E+11,8.47E+13,NA,NA,NA,NA,NA,0,0,1,NA,-0.019932588,-3.142936406,-0.263907556,-5.214491842,1.961432659,2.409032949,-6.500973341,2.856517907,-0.253451885,1.030622426,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
62,1960,AUT,NA,NA,NA,Austria,NA,NA,NA,7047539,15.76818904,NA,NA,NA,NA,NA,NA,NA,NA,1.945749352,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6592693841,NA,1.38E+12,6.425,4.116667,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.409137792,0.487773366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.54768,1
63,1961,AUT,NA,NA,NA,Austria,NA,NA,NA,7086299,15.77367376,0.548472356,NA,NA,NA,NA,5.537979317,NA,NA,3.542239867,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7311749633,NA,1.44E+12,5.875,3.8825,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.248564071,2.471515719,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.931556383,NA,NA,17.920862,1
64,1962,AUT,NA,NA,NA,Austria,NA,NA,NA,7129864,15.77980272,0.612895848,NA,NA,NA,NA,2.648675113,NA,NA,4.381798639,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,7756110210,NA,1.55E+12,5.908333,3.945833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.538518553,3.183025291,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09314649,NA,NA,17.477329,1
65,1963,AUT,NA,NA,NA,Austria,NA,NA,NA,7175811,15.78622634,0.642362671,NA,NA,NA,NA,4.138267582,NA,NA,2.708766995,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,8374175258,NA,1.67E+12,6.05,4.0025,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.258193868,1.469097574,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09764187,NA,NA,17.258748,1
66,1964,AUT,NA,NA,NA,Austria,NA,NA,NA,7223801,15.79289183,0.666548205,NA,NA,NA,NA,6.124353738,NA,NA,3.868563549,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,9169983886,NA,1.82E+12,6.233333,4.186666,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.532835454,2.589651984,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.69436519,NA,NA,17.1529248,1
67,1965,AUT,NA,NA,NA,Austria,NA,NA,NA,7270889,15.79938913,0.649729876,NA,NA,NA,NA,3.480174918,NA,NA,4.930916377,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,9994070616,NA,1.99E+12,7.05,4.2825,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.688586992,3.345747113,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25458354,NA,18.54768,18.08012533,1
68,1966,AUT,NA,NA,NA,Austria,NA,NA,NA,7322066,15.80640309,0.701396116,NA,NA,NA,NA,5.642861411,NA,NA,2.054820593,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,10887682273,NA,2.16E+12,8.125,4.923333,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.478237985,-0.960254784,NA,NA,NA,NA,NA,NA,NA,NA,9.931556383,10.18425895,NA,17.920862,19.21805971,1
69,1967,AUT,NA,NA,NA,Austria,NA,NA,NA,7376998,15.81387734,0.74742522,NA,NA,NA,NA,3.008047798,NA,NA,3.974672929,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,11579431669,NA,2.29E+12,6.958333,5.073333,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.178627422,1.201887306,NA,NA,NA,NA,NA,NA,NA,NA,10.09314649,10.29838338,18.54768,17.477329,20.35753638,1
70,1968,AUT,NA,NA,NA,Austria,NA,NA,NA,7415403,15.81906988,0.519254262,NA,NA,NA,NA,4.472312782,NA,NA,2.764864473,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12440625313,NA,2.48E+12,6.45,5.645833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.294560081,-1.50693168,NA,NA,NA,NA,NA,NA,NA,9.931556383,10.09764187,9.834411093,17.920862,17.258748,21.64837078,1
71,1969,AUT,NA,NA,NA,Austria,NA,NA,NA,7441055,15.8225232,0.345331646,NA,NA,NA,NA,6.275867166,NA,NA,3.080404195,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13582798556,NA,2.73E+12,6.841667,6.670833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.167740249,-2.381982005,NA,NA,NA,NA,NA,NA,NA,10.09314649,10.69436519,10.20708828,17.477329,17.1529248,22.8778095,1
72,1970,AUT,28524.282,10.258511,NA,Austria,18.54768,NA,NA,7467086,15.82601539,0.349218946,NA,NA,NA,NA,6.321142632,0.4481,NA,4.372824416,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,15373005557,NA,2.99E+12,8.316667,7.348333,55.93,57.49,54.38,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50.06,58.7,NA,NA,NA,0.922582749,-1.465430922,NA,NA,NA,NA,NA,NA,NA,10.09764187,10.25458354,10.22285336,16.829104,17.9866144,24.5627435,1
73,1971,AUT,31502.638,10.35782657,9.931556383,Austria,17.294044,NA,NA,7500482,15.83047784,0.446245581,NA,NA,NA,NA,5.114968585,0.4481,NA,4.704258138,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,17858486067,NA,3.30E+12,7.991667,6.159167,56.36,57.5,55.22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,51.75,58.7,NA,NA,NA,-0.536716033,0.41149145,NA,NA,NA,NA,NA,NA,NA,10.94863479,10.23479947,10.11934698,16.64096667,19.7369388,26.560267,1
